,Word,CompCnt,PhonDISC,SylCnt,num_phones,num_sylls_est,log_prob,surprisal
330,abkanzeln,2,&pk&n=@ln,3,9,3,-7.033159777803485,7.033159777803485
331,Abkanzelung,2,&pk&n=@lUN,4,10,4,-8.149618448961338,8.149618448961338
332,abkapiteln,2,&pk&pit@ln,4,10,4,-6.628115193796552,6.628115193796552
333,abkapseln,2,&pk&ps@ln,3,9,3,-4.912237899604373,4.912237899604373
334,Abkapselung,2,&pk&ps@lUN,4,10,4,-5.236208307907795,5.236208307907795
335,Abkapslung,2,&pk&pslUN,3,9,3,-5.9723352326416315,5.9723352326416315
336,abkarten,2,&pkart@n,3,8,3,-6.208596725880174,6.208596725880174
337,abkassieren,2,&pk&sir@n,4,9,4,-5.4778388649783745,5.4778388649783745
338,abkaufen,2,&pkBf@n,3,7,3,-5.169185860725717,5.169185860725717
339,abkehren,2,&pker@n,3,7,3,-5.218520632096818,5.218520632096818
340,Abkehr,1,&pker,2,5,2,-4.934473949225856,4.934473949225856
341,abkippen,2,&pkIp@n,3,7,3,-5.648598011236902,5.648598011236902
342,abklappern,2,&pkl&p@rn,3,9,3,-5.862725865243157,5.862725865243157
343,abklaeren,2,&pkl)r@n,3,8,3,-6.251384347775607,6.251384347775607
344,abklatschen,2,&pkl&J@n,3,8,3,-5.255961416466449,5.255961416466449
345,Abklatsch,1,&pkl&J,2,6,2,-5.20814870312976,5.20814870312976
346,abklemmen,2,&pklEm@n,3,8,3,-5.469854406131767,5.469854406131767
347,abklingen,2,&pklIN@n,3,8,3,-5.572804347731,5.572804347731
348,abklopfen,2,&pklO+@n,3,8,3,-5.438657418129907,5.438657418129907
349,abknabbern,2,&pkn&b@rn,3,9,3,-5.39889149422732,5.39889149422732
350,abknallen,2,&pkn&l@n,3,8,3,-5.4535461700308,5.4535461700308
351,abknappen,2,&pkn&p@n,3,8,3,-5.159369646078322,5.159369646078322
352,abknapsen,2,&pkn&ps@n,3,9,3,-6.518139552446112,6.518139552446112
353,abknicken,2,&pknIk@n,3,8,3,-5.426538525706582,5.426538525706582
354,abknoepfen,2,&pkn/+@n,3,8,3,-5.260319267236703,5.260319267236703
355,abkochen,2,&pkOx@n,3,7,3,-5.765769229401343,5.765769229401343
356,abkommen,2,&pkOm@n,3,7,3,-4.220928100879557,4.220928100879557
357,abkommandieren,2,&pkOm&ndir@n,5,12,5,-6.339573301198674,6.339573301198674
358,Abkomme,2,&pkOm@,3,6,3,-5.795202121070978,5.795202121070978
359,Abkommen,2,&pkOm@n,3,7,3,-4.220928100879557,4.220928100879557
360,Abkommenschaft,2,&pkOm@nS&ft,4,11,4,-7.179729469118275,7.179729469118275
361,abkoemmlich,2,&pk/mlIx,3,8,3,-4.962640135803068,4.962640135803068
362,Abkoemmling,2,&pk/mlIN,3,8,3,-4.983903293074707,4.983903293074707
363,abkoennen,2,&pk/n@n,3,7,3,-5.227530286730072,5.227530286730072
364,abkonterfeien,2,&pkOnt@rfW@n,5,12,5,-10.089626430266103,10.089626430266103
365,abkoppeln,2,&pkOp@ln,3,8,3,-5.779775534052347,5.779775534052347
366,abkragen,2,&pkrag@n,3,8,3,-5.378284625175329,5.378284625175329
367,abkratzen,2,&pkr&=@n,3,8,3,-6.18348253519964,6.18348253519964
368,abkriegen,2,&pkrig@n,3,8,3,-5.502149616731932,5.502149616731932
369,abkuehlen,2,&pkyl@n,3,7,3,-5.325556088595994,5.325556088595994
370,abkuendigen,2,&pkYndIg@n,4,10,4,-5.8845715145022925,5.8845715145022925
371,Abkunft,1,&pkUnft,2,7,2,-5.451674376790436,5.451674376790436
372,abkupfern,2,&pkU+@rn,3,8,3,-5.703651157633806,5.703651157633806
373,abkuerzen,2,&pkYr=@n,3,8,3,-4.917273869967391,4.917273869967391
374,Abkuerzung,2,&pkYr=UN,3,8,3,-4.7423884189304015,4.7423884189304015
375,Abkuerzungssprache,3,&pkYr=UNsSprax@,5,15,5,-8.332981399819081,8.332981399819081
376,Abkuerzungsverzeichnis,3,&pkYr=UNsfEr=WxnIs,6,18,6,-9.493584251114294,9.493584251114294
377,Abkuerzungszeichen,3,&pkYr=UNs=Wx@n,5,14,5,-6.667482079836495,6.667482079836495
378,abladen,2,&plad@n,3,7,3,-4.752569511311012,4.752569511311012
379,Abladeplatz,3,&plad@pl&=,4,10,4,-6.066212041865244,6.066212041865244
380,Ablader,2,&plad@r,3,7,3,-5.347308980236383,5.347308980236383
381,Abladung,2,&pladUN,3,7,3,-4.817908448329415,4.817908448329415
382,Ablage,1,&plag@,3,6,3,-4.7205789476212985,4.7205789476212985
383,ablagern,2,&plag@rn,3,8,3,-5.763140316936728,5.763140316936728
384,Ablagerung,2,&plag@rUN,4,9,4,-5.918797951959744,5.918797951959744
385,ablandig,3,&pl&ndIx,3,8,3,-7.485175921654252,7.485175921654252
386,ablassen,2,&pl&s@n,3,7,3,-5.446090160218941,5.446090160218941
387,Ablass,1,&pl&s,2,5,2,-5.179580989801202,5.179580989801202
388,Ablassbrief,2,&pl&sbrif,3,9,3,-6.184296006715,6.184296006715
389,Ablation,0,&pl&=ion,4,8,4,-6.258587746320766,6.258587746320766
390,Ablativ,0,&bl&tif,3,7,3,-6.3936508899945785,6.3936508899945785
391,Ablativus,0,&bl&tivUs,4,9,4,-8.519847120192741,8.519847120192741
392,ablaufen,2,&plBf@n,3,7,3,-4.966529632474936,4.966529632474936
393,Ablauf,1,&plBf,2,5,2,-4.3083778839549955,4.3083778839549955
394,Ablaufrinne,2,&plBfrIn@,4,9,4,-7.18176555392017,7.18176555392017
395,ablaugen,2,&plBg@n,3,7,3,-6.132520685322631,6.132520685322631
396,ablauten,2,&plBt@n,3,7,3,-5.344610220844808,5.344610220844808
397,Ablaut,2,&plBt,2,5,2,-4.980322599254831,4.980322599254831
398,ableben,2,&pleb@n,3,7,3,-5.5180624677691945,5.5180624677691945
399,Ableben,1,&pleb@n,3,7,3,-5.5180624677691945,5.5180624677691945
400,ablecken,2,&plEk@n,3,7,3,-6.442747501104441,6.442747501104441
401,abledern,2,&pled@rn,3,8,3,-5.947421435630137,5.947421435630137
402,ablegen,2,&pleg@n,3,7,3,-5.3247918429058165,5.3247918429058165
403,Ableger,2,&pleg@r,3,7,3,-5.632630150314843,5.632630150314843
404,ablehnen,2,&plen@n,3,7,3,-5.815807577610541,5.815807577610541
405,Ablehnung,2,&plenUN,3,7,3,-5.299451730427274,5.299451730427274
406,ableiern,2,&plW@rn,3,7,3,-5.522815251812011,5.522815251812011
407,ableisten,2,&plWst@n,3,8,3,-6.768060361171419,6.768060361171419
408,ableiten,2,&plWt@n,3,7,3,-5.2119321257202476,5.2119321257202476
409,Ableitung,2,&plWtUN,3,7,3,-4.814615087477047,4.814615087477047
410,Ableitungssilbe,3,&plWtUNszIlb@,5,13,5,-9.621046132571777,9.621046132571777
411,ablenken,2,&plENk@n,3,8,3,-5.513700115733091,5.513700115733091
412,Ablenkung,2,&plENkUN,3,8,3,-5.414714532885913,5.414714532885913
413,Ablenkungsmanoever,3,&plENkUNsm&n|v@r,6,16,6,-9.371651095816796,9.371651095816796
414,ablesen,2,&plez@n,3,7,3,-5.0935432527327205,5.0935432527327205
415,Ableser,2,&plez@r,3,7,3,-5.42797494261409,5.42797494261409
416,ableugnen,2,&plXgn@n,3,8,3,-5.634587281016649,5.634587281016649
417,ablichten,2,&plIxt@n,3,8,3,-7.36805734231512,7.36805734231512
418,abliefern,2,&plif@rn,3,8,3,-5.449495221024998,5.449495221024998
419,Ablieferung,2,&plif@rUN,4,9,4,-5.496632443774177,5.496632443774177
420,Ablieferungssoll,3,&plif@rUNszOl,5,13,5,-9.319515396961568,9.319515396961568
421,abliegen,2,&plig@n,3,7,3,-5.143713362118952,5.143713362118952
422,ablisten,2,&plIst@n,3,8,3,-7.074592825851433,7.074592825851433
423,ablochen,2,&plOx@n,3,7,3,-5.451909803083488,5.451909803083488
424,ablocken,2,&plOk@n,3,7,3,-5.653099909203264,5.653099909203264
425,ablohnen,2,&plon@n,3,7,3,-5.996881664024181,5.996881664024181
426,abloesen,2,&pl|z@n,3,7,3,-5.0872857186481175,5.0872857186481175
427,abloeschen,2,&pl/S@n,3,7,3,-5.322120580790299,5.322120580790299
428,Abloese,2,&pl|z@,3,6,3,-5.6163224515454795,5.6163224515454795
429,Abloesung,2,&pl|zUN,3,7,3,-4.619646354647655,4.619646354647655
430,abluchsen,2,&plUks@n,3,8,3,-5.925234898517344,5.925234898517344
431,Abluft,2,&plUft,2,6,2,-5.760860246369141,5.760860246369141
432,abmachen,2,&pm&x@n,3,7,3,-4.789783072625212,4.789783072625212
433,Abmachung,2,&pm&xUN,3,7,3,-4.949271396559593,4.949271396559593
434,abmagern,2,&pmag@rn,3,8,3,-5.771672519379918,5.771672519379918
435,Abmagerung,2,&pmag@rUN,4,9,4,-5.9273301544029335,5.9273301544029335
436,abmalen,2,&pmal@n,3,7,3,-5.954158849546217,5.954158849546217
437,Abmarsch,2,&pm&rS,2,6,2,-4.808666966509647,4.808666966509647
438,abmarschbereit,2,&pm&rSb@rWt,4,11,4,-7.046275880266894,7.046275880266894
439,abmarschieren,2,&pm&rSir@n,4,10,4,-5.301831351880057,5.301831351880057
440,abmehren,2,&pmer@n,3,7,3,-6.042382377961903,6.042382377961903
441,abmeiern,2,&pmW@rn,3,7,3,-5.340797398900826,5.340797398900826
442,Abmeierung,2,&pmW@rUN,4,8,4,-5.739030083724803,5.739030083724803
443,abmelden,2,&pmEld@n,3,8,3,-5.303450612252719,5.303450612252719
444,Abmeldung,2,&pmEldUN,3,8,3,-5.247588725936187,5.247588725936187
445,abmergeln,2,&pmErg@ln,3,9,3,-6.589313243275581,6.589313243275581
446,abmessen,2,&pmEs@n,3,7,3,-5.229265929950679,5.229265929950679
447,Abmessung,2,&pmEsUN,3,7,3,-5.033661774689081,5.033661774689081
448,abmontieren,2,&pmOntir@n,4,10,4,-6.07653669257048,6.07653669257048
449,abmueden,2,&pmyd@n,3,7,3,-5.679409472842426,5.679409472842426
450,abmuehen,2,&pmy@n,3,6,3,-5.177864180394893,5.177864180394893
451,abmurksen,2,&pmUrks@n,3,9,3,-5.625357564514766,5.625357564514766
452,abmustern,2,&pmUst@rn,3,9,3,-5.622710557237732,5.622710557237732
453,Abmusterung,2,&pmUst@rUN,4,10,4,-6.19482470926924,6.19482470926924
454,abnabeln,2,&pnab@ln,3,8,3,-6.67404287988277,6.67404287988277
455,abnagen,2,&pnag@n,3,7,3,-6.09467823517462,6.09467823517462
456,abnaehen,2,&pn)@n,3,6,3,-4.968718597993812,4.968718597993812
457,Abnaeher,2,&pn)@r,3,6,3,-5.774009208883958,5.774009208883958
458,Abnahme,1,&pnam@,3,6,3,-4.915976674155633,4.915976674155633
459,abnehmen,2,&pnem@n,3,7,3,-4.597075420968912,4.597075420968912
460,Abnehmer,2,&pnem@r,3,7,3,-5.017996949022151,5.017996949022151
461,Abnehmerland,2,&pnem@rl&nt,4,11,4,-8.02826467988794,8.02826467988794
462,abneigen,2,&pnWg@n,3,7,3,-5.307054310110546,5.307054310110546
463,Abneigung,2,&pnWgUN,3,7,3,-5.0417110518880195,5.0417110518880195
464,abnibbeln,2,&pnIb@ln,3,8,3,-5.384700507926103,5.384700507926103
465,abnorm,2,&pnOrm,2,6,2,-5.391875277587959,5.391875277587959
466,abnormal,2,&pnOrmal,3,8,3,-5.5699559188378345,5.5699559188378345
467,Abnormitaet,2,&pnOrmit)t,4,10,4,-6.881137996535919,6.881137996535919
468,abnoetigen,2,&pn|tIg@n,4,9,4,-5.525772318466023,5.525772318466023
469,abnutzen,2,&pnU=@n,3,7,3,-5.234571271436995,5.234571271436995
470,abnuetzen,2,&pnY=@n,3,7,3,-5.39185369432617,5.39185369432617
471,Abnutzung,2,&pnU=UN,3,7,3,-5.082715996287549,5.082715996287549
472,Abnuetzung,2,&pnY=UN,3,7,3,-5.205287479139358,5.205287479139358
473,Abonnement,0,&bOn@mq,4,7,4,-4.92879923212397,4.92879923212397
474,Abonnementskarte,3,&bOn@mqsk&rt@,6,13,6,-6.803559530079363,6.803559530079363
475,Abonnent,1,&bOnEnt,3,7,3,-5.86139887097234,5.86139887097234
476,abonnieren,1,&bOnir@n,4,8,4,-5.366801495446058,5.366801495446058
477,abordnen,2,&pOrdn@n,3,8,3,-5.621464076963421,5.621464076963421
478,Abordnung,2,&pOrdnUN,3,8,3,-5.151037599055598,5.151037599055598
479,Abort,2,&bOrt,2,5,2,-4.71679524107848,4.71679524107848
480,abortieren,2,&bOrtir@n,4,9,4,-5.719490537839066,5.719490537839066
481,abortiv,2,&bOrtif,3,7,3,-6.739327594257492,6.739327594257492
482,abpacken,2,&pp&k@n,3,7,3,-5.174680720284727,5.174680720284727
483,abparken,2,&pp&rk@n,3,8,3,-6.509636093692695,6.509636093692695
484,abpassen,2,&pp&s@n,3,7,3,-5.308371617328836,5.308371617328836
485,abpausen,2,&ppBz@n,3,7,3,-6.114386911239368,6.114386911239368
486,abperlen,2,&ppErl@n,3,8,3,-5.958973173439048,5.958973173439048
487,abpfeifen,2,&p+Wf@n,3,7,3,-5.677309467512564,5.677309467512564
488,abpfluecken,2,&p+lYk@n,3,8,3,-5.598816169349402,5.598816169349402
489,abphotographieren,2,&pfotogr&fir@n,6,14,6,-7.257171680670536,7.257171680670536
490,abpinnen,2,&ppIn@n,3,7,3,-5.694374305930019,5.694374305930019
491,abplagen,2,&pplag@n,3,8,3,-5.712385014357638,5.712385014357638
492,abplatten,2,&ppl&t@n,3,8,3,-6.163531237056366,6.163531237056366
493,abprallen,2,&ppr&l@n,3,8,3,-5.158144349740793,5.158144349740793
494,Abprall,1,&ppr&l,2,6,2,-5.089181498958137,5.089181498958137
495,abpressen,2,&pprEs@n,3,8,3,-5.883323883004929,5.883323883004929
496,abprotzen,2,&pprO=@n,3,8,3,-5.425253828043021,5.425253828043021
497,abputzen,2,&ppU=@n,3,7,3,-5.239363622594576,5.239363622594576
498,Abputz,1,&ppU=,2,5,2,-4.94782050988526,4.94782050988526
499,abquaelen,2,&pkv)l@n,3,8,3,-5.369778796698298,5.369778796698298
500,abqualifizieren,2,&pkv&lifi=ir@n,6,14,6,-6.411546464594399,6.411546464594399
501,abrackern,2,&pr&k@rn,3,8,3,-6.892252342017565,6.892252342017565
502,abrahmen,2,&pram@n,3,7,3,-5.597770000884687,5.597770000884687
503,Abrakadabra,0,abr&k&dabra,5,11,5,-8.586570469032225,8.586570469032225
504,abrasieren,2,&pr&zir@n,4,9,4,-5.721052018330778,5.721052018330778
505,Abrasion,0,&br&zion,4,8,4,-6.606316300359766,6.606316300359766
506,abraten,2,&prat@n,3,7,3,-5.470395850555536,5.470395850555536
507,abraeumen,2,&prXm@n,3,7,3,-5.320770084032584,5.320770084032584
508,Abraum,1,&prBm,2,5,2,-4.933562604483139,4.933562604483139
509,Abraumsalz,2,&prBmz&l=,3,9,3,-6.401119483763685,6.401119483763685
510,Abraxas,1,&br&ks&s,3,8,3,-7.677646464831705,7.677646464831705
511,abreagieren,2,&pre&gir@n,5,10,5,-5.711249200149325,5.711249200149325
512,abrebeln,2,&preb@ln,3,8,3,-6.845095033798278,6.845095033798278
513,abrechnen,2,&prExn@n,3,8,3,-6.3721069296817445,6.3721069296817445
514,Abrechnung,2,&prExnUN,3,8,3,-6.331859420744649,6.331859420744649
515,Abrechte,3,&prExt@,3,7,3,-7.631377601446531,7.631377601446531
516,Abrede,2,&pred@,3,6,3,-5.338716891421976,5.338716891421976
517,abregen,2,&preg@n,3,7,3,-5.650946638534594,5.650946638534594
518,abreiben,2,&prWb@n,3,7,3,-5.118088388068281,5.118088388068281
519,Abreibung,2,&prWbUN,3,7,3,-4.982514123849407,4.982514123849407
520,abreichen,2,&prWx@n,3,7,3,-4.826067542453827,4.826067542453827
521,abreisen,2,&prWz@n,3,7,3,-5.230441434841408,5.230441434841408
522,Abreise,2,&prWz@,3,6,3,-5.220403720163746,5.220403720163746
523,abreissen,2,&prWs@n,3,7,3,-6.271813850518714,6.271813850518714
524,Abreissblock,2,&prWsblOk,3,9,3,-7.360094983438167,7.360094983438167
525,Abreisskalender,2,&prWsk&lEnd@r,5,13,5,-9.543978709541772,9.543978709541772
526,abreiten,2,&prWt@n,3,7,3,-5.538544495909733,5.538544495909733
527,abrichten,2,&prIxt@n,3,8,3,-5.7837688044223965,5.7837688044223965
528,Abrichter,2,&prIxt@r,3,8,3,-6.077613190846687,6.077613190846687
529,Abrichtung,2,&prIxtUN,3,8,3,-5.576352306933038,5.576352306933038
530,Abrieb,1,&prip,2,5,2,-5.028679952226661,5.028679952226661
531,abriebfest,2,&pripfEst,3,9,3,-6.095023103374133,6.095023103374133
532,abriegeln,2,&prig@ln,3,8,3,-5.838454108337879,5.838454108337879
533,Abriegelung,2,&prig@lUN,4,9,4,-6.108473987312653,6.108473987312653
534,Abrieglung,2,&priglUN,3,8,3,-5.451823822689407,5.451823822689407
535,abringen,2,&prIN@n,3,7,3,-5.217649280789786,5.217649280789786
536,Abriss,1,&prIs,2,5,2,-5.404073897364201,5.404073897364201
537,abrollen,2,&prOl@n,3,7,3,-5.437477763536875,5.437477763536875
538,abruecken,2,&prYk@n,3,7,3,-5.274441058774254,5.274441058774254
539,abrufen,2,&pruf@n,3,7,3,-5.182088882799309,5.182088882799309
540,Abruf,1,&pruf,2,5,2,-4.670695007948385,4.670695007948385
541,abrufbereit,2,&prufb@rWt,4,10,4,-6.388534871629121,6.388534871629121
542,abrunden,2,&prUnd@n,3,8,3,-5.494844993993202,5.494844993993202
543,Abrundung,2,&prUndUN,3,8,3,-5.743988845220521,5.743988845220521
544,abrupfen,2,&prU+@n,3,7,3,-5.036181657611166,5.036181657611166
545,abrupt,1,&prUpt,2,6,2,-5.476106299165641,5.476106299165641
546,abruesten,2,&prYst@n,3,8,3,-5.328288232348739,5.328288232348739
547,Abruestung,2,&prYstUN,3,8,3,-5.104409207527455,5.104409207527455
548,Abruestungskonferenz,3,&prYstUNskOnferEn=,6,18,6,-10.29299136149891,10.29299136149891
549,abrutschen,2,&prUJ@n,3,7,3,-5.279512776823464,5.279512776823464
550,absacken,2,&pz&k@n,3,7,3,-5.2987326987224295,5.2987326987224295
551,absagen,2,&pzag@n,3,7,3,-4.9619184886260355,4.9619184886260355
552,absaegen,2,&pz)g@n,3,7,3,-5.596026947363929,5.596026947363929
553,Absage,2,&pzag@,3,6,3,-5.330548708164079,5.330548708164079
554,absahnen,2,&pzan@n,3,7,3,-5.812927906857804,5.812927906857804
555,Absatz,1,&pz&=,2,5,2,-4.496719221394759,4.496719221394759
556,Absatzgebiet,2,&pz&=g@bit,4,10,4,-6.169307655326033,6.169307655326033
557,absatzweise,2,&pz&=vWz@,4,9,4,-5.572090546685363,5.572090546685363
558,absaufen,2,&pzBf@n,3,7,3,-5.230516734638564,5.230516734638564
559,abschaben,2,&pSab@n,3,7,3,-5.840096495336605,5.840096495336605
560,abschaffen,2,&pS&f@n,3,7,3,-5.734791338923416,5.734791338923416
561,Abschaffung,2,&pS&fUN,3,7,3,-5.457914377286161,5.457914377286161
562,abschalten,2,&pS<@n,3,6,2,-5.136647731574096,5.136647731574096
563,abschatten,2,&pS&t@n,3,7,3,-5.011458902558398,5.011458902558398
564,abschattieren,2,&pS&tir@n,4,9,4,-5.273532737543223,5.273532737543223
565,Abschattung,2,&pS&tUN,3,7,3,-5.233016597317762,5.233016597317762
566,abschaetzen,2,&pSE=@n,3,7,3,-4.9849543875833255,4.9849543875833255
567,abschaetzig,2,&pSE=Ix,3,7,3,-5.32204959930877,5.32204959930877
568,Abschaum,2,&pSBm,2,5,2,-5.1109572923079645,5.1109572923079645
569,abscheiden,2,&pSWd@n,3,7,3,-5.542289421017412,5.542289421017412
570,abscheren,2,&pSer@n,3,7,3,-5.530445845949964,5.530445845949964
571,Abscheu,2,&pSX,2,4,2,-5.032932903992517,5.032932903992517
572,abscheuerregend,2,&pSXErreg@nt,5,12,5,-7.304349379859248,7.304349379859248
573,abscheulich,2,&pSXlIx,3,7,3,-5.087428741803274,5.087428741803274
574,Abscheulichkeit,2,&pSXlIxkWt,4,10,4,-5.844355144281831,5.844355144281831
575,abschicken,2,&pSIk@n,3,7,3,-5.0040747030179356,5.0040747030179356
576,abschieben,2,&pSib@n,3,7,3,-5.466272796873003,5.466272796873003
577,Abschiebung,2,&pSibUN,3,7,3,-5.037099333632318,5.037099333632318
578,Abschied,1,&pSit,2,5,2,-5.04322070561913,5.04322070561913
579,Abschiedsbesuch,3,&pSi=b@zux,4,10,4,-5.852847448059806,5.852847448059806
580,Abschiedsbrief,3,&pSi=brif,3,9,3,-5.686353079989499,5.686353079989499
581,Abschiedstag,3,&pSi=tak,3,8,3,-5.5106736667907965,5.5106736667907965
582,abschiessen,2,&pSis@n,3,7,3,-5.096247053008885,5.096247053008885
583,abschilfern,2,&pSIlf@rn,3,9,3,-6.7161719606951795,6.7161719606951795
584,Abschilferung,2,&pSIlf@rUN,4,10,4,-7.5031279925057754,7.5031279925057754
585,abschinden,2,&pSInd@n,3,8,3,-5.620503621706497,5.620503621706497
586,abschirmen,2,&pSIrm@n,3,8,3,-5.604669690057652,5.604669690057652
587,Abschirmung,2,&pSIrmUN,3,8,3,-5.847581371684844,5.847581371684844
588,abschirren,2,&pSIr@n,3,7,3,-5.008043650579419,5.008043650579419
589,abschlachten,2,&pSl&xt@n,3,9,3,-5.651177770118251,5.651177770118251
590,Abschlachtung,2,&pSl&xtUN,3,9,3,-5.4000829241893,5.4000829241893
591,abschlaffen,2,&pSl&f@n,3,8,3,-5.970962252032894,5.970962252032894
592,abschlagen,2,&pSlag@n,3,8,3,-5.683088194961032,5.683088194961032
593,Abschlag,1,&pSlak,2,6,2,-4.951414730064116,4.951414730064116
594,abschlaegig,2,&pSl)gIx,3,8,3,-5.5357757676670545,5.5357757676670545
595,abschlaeglich,2,&pSl)klIx,3,9,3,-5.285179923131118,5.285179923131118
596,Abschlagszahlung,3,&pSlaks=alUN,4,12,4,-8.081449267372125,8.081449267372125
597,abschlaemmen,2,&pSlEm@n,3,8,3,-5.173399375032052,5.173399375032052
598,abschleifen,2,&pSlWf@n,3,8,3,-5.8957658751150825,5.8957658751150825
599,abschleppen,2,&pSlEp@n,3,8,3,-5.42202547548329,5.42202547548329
600,Abschleppdienst,2,&pSlEpdinst,3,11,3,-6.616834893830844,6.616834893830844
601,abschliessen,2,&pSlis@n,3,8,3,-5.301150266188735,5.301150266188735
602,Abschluss,1,&pSlUs,2,6,2,-4.3558422519294115,4.3558422519294115
603,Abschlussexamen,2,&pSlUsEksam@n,5,13,5,-7.276941095715264,7.276941095715264
604,Abschlusspruefung,2,&pSlUspryfUN,4,12,4,-7.152789589026134,7.152789589026134
605,Abschlussstichtag,2,&pSlUsStIxtak,4,13,4,-9.303935734019639,9.303935734019639
606,abschmalzen,2,&pSm&l=@n,3,9,3,-5.790167642988474,5.790167642988474
607,abschmaelzen,2,&pSmEl=@n,3,9,3,-5.595432344094752,5.595432344094752
608,abschmecken,2,&pSmEk@n,3,8,3,-5.404201804667102,5.404201804667102
609,abschmelzen,2,&pSmEl=@n,3,9,3,-5.595432344094752,5.595432344094752
610,abschmettern,2,&pSmEt@rn,3,9,3,-5.778039386703785,5.778039386703785
611,abschmieren,2,&pSmir@n,3,8,3,-5.559345386588,5.559345386588
612,abschminken,2,&pSmINk@n,3,9,3,-5.787685398798369,5.787685398798369
613,abschmirgeln,2,&pSmIrg@ln,3,10,3,-6.490880549901285,6.490880549901285
614,abschnallen,2,&pSn&l@n,3,8,3,-5.434634049143909,5.434634049143909
615,abschneiden,2,&pSnWd@n,3,8,3,-4.879523142213472,4.879523142213472
616,Abschnitt,1,&pSnIt,2,6,2,-4.936880918793928,4.936880918793928
617,abschnittsweise,3,&pSnI=vWz@,4,10,4,-6.724494433140202,6.724494433140202
618,Abschnitzel,2,&pSnI=@l,3,8,3,-5.816301452422291,5.816301452422291
619,abschnueren,2,&pSnyr@n,3,8,3,-5.23423463933885,5.23423463933885
620,Abschnuerung,2,&pSnyrUN,3,8,3,-5.648925102176858,5.648925102176858
621,abschoepfen,2,&pS/+@n,3,7,3,-5.280443709089042,5.280443709089042
622,Abschoepfung,2,&pS/+UN,3,7,3,-5.149134677431797,5.149134677431797
623,abschotten,1,&pSOt@n,3,7,3,-5.76439356010294,5.76439356010294
624,abschraegen,2,&pSr)g@n,3,8,3,-5.756781641375904,5.756781641375904
625,abschrauben,2,&pSrBb@n,3,8,3,-5.185512788045149,5.185512788045149
626,abschrecken,2,&pSrEk@n,3,8,3,-4.791444840671667,4.791444840671667
627,abschreckend,1,&pSrEk@nt,3,9,3,-5.944058835071842,5.944058835071842
628,Abschreckung,2,&pSrEkUN,3,8,3,-5.43291947982063,5.43291947982063
629,Abschreckungsstrafe,3,&pSrEkUNsStraf@,5,15,5,-9.647086131696039,9.647086131696039
630,abschreiben,2,&pSrWb@n,3,8,3,-4.858191267714383,4.858191267714383
631,Abschreibung,2,&pSrWbUN,3,8,3,-5.189068637497219,5.189068637497219
632,Abschrift,1,&pSrIft,2,7,2,-4.782127967428891,4.782127967428891
633,abschriftlich,2,&pSrIftlIx,3,10,3,-5.644914830077922,5.644914830077922
634,abschroten,2,&pSrot@n,3,8,3,-5.774482719241681,5.774482719241681
635,Abschrot,1,&pSrot,2,6,2,-5.123340004525047,5.123340004525047
636,abschrubben,2,&pSrUb@n,3,8,3,-5.664706526360913,5.664706526360913
637,abschuften,2,&pSUft@n,3,8,3,-5.635749618347236,5.635749618347236
638,abschuppen,2,&pSUp@n,3,7,3,-5.635478305104367,5.635478305104367
639,Abschuppung,2,&pSUpUN,3,7,3,-5.256994382918943,5.256994382918943
640,abschuerfen,2,&pSYrf@n,3,8,3,-5.177145187501092,5.177145187501092
641,Abschuerfung,2,&pSYrfUN,3,8,3,-5.33856722444182,5.33856722444182
642,Abschuss,1,&pSUs,2,5,2,-4.602857665661919,4.602857665661919
643,abschuessig,2,&pSYsIx,3,7,3,-5.211855487194234,5.211855487194234
644,Abschussrampe,2,&pSUsr&mp@,4,10,4,-5.927168679602115,5.927168679602115
645,abschuetten,2,&pSYt@n,3,7,3,-5.321601449783624,5.321601449783624
646,abschuetteln,2,&pSYt@ln,3,8,3,-5.530461367764712,5.530461367764712
647,abschwaechen,2,&pSv)x@n,3,8,3,-5.308136262133331,5.308136262133331
648,Abschwaechung,2,&pSv)xUN,3,8,3,-5.16772898291991,5.16772898291991
649,abschweifen,2,&pSvWf@n,3,8,3,-5.4653866890484695,5.4653866890484695
650,Abschweifung,2,&pSvWfUN,3,8,3,-5.653554423515168,5.653554423515168
651,abschwellen,2,&pSvEl@n,3,8,3,-5.632635898991561,5.632635898991561
652,abschwemmen,2,&pSvEm@n,3,8,3,-5.305951630313014,5.305951630313014
653,abschwenken,2,&pSvENk@n,3,9,3,-5.641017336171455,5.641017336171455
